Tab[All]
DateTime,Provider,Symbol,Side,Type,Qty,Avg. Price,Price,Stop Price,Status,Text
6/13/2019 16:54:56.503,4,EURGBP,Buy,Market,88700,0.88937,0.00000,0.00000,Filled,
6/13/2019 16:52:07.244,4,EURGBP,Buy,Market,88700,0.88938,0.00000,0.00000,Filled,
6/13/2019 16:46:03.906,4,USDJPY,Sell,Market,100000,108.444,0.000,0.000,Filled,
6/13/2019 16:46:03.301,4,USDCHF,Sell,Market,100000,0.99472,0.00000,0.00000,Filled,
6/13/2019 16:45:47.329,4,USDCHF,Sell,Market,100000,0.99468,0.00000,0.00000,Filled,
6/13/2019 16:43:42.469,4,GBPUSD,Sell,Market,78800,1.26801,0.00000,0.00000,Filled,
6/13/2019 16:40:23.585,4,GBPUSD,Sell,Market,157600,1.26783,0.00000,0.00000,Filled,
6/13/2019 16:31:11.685,4,GBPUSD,Buy,Market,78800,1.26755,0.00000,0.00000,Filled,
6/13/2019 16:31:11.438,4,GBPUSD,Buy,Market,78800,1.26755,0.00000,0.00000,Filled,
6/13/2019 16:30:00.484,4,GBPUSD,Sell,Market,78800,1.26798,0.00000,0.00000,Filled,
6/13/2019 16:28:04.597,4,GBPUSD,Buy,Market,78800,1.26757,0.00000,0.00000,Filled,
6/13/2019 16:27:43.172,4,GBPUSD,Buy,Market,78800,1.26763,0.00000,0.00000,Filled,
6/13/2019 16:24:48.436,4,EURGBP,Sell,Market,88700,0.88958,0.00000,0.00000,Filled,
6/13/2019 16:19:02.472,4,GBPUSD,Sell,Market,78800,1.26810,0.00000,0.00000,Filled,
6/13/2019 16:11:47.359,4,GBPUSD,Buy,Market,78800,1.26751,0.00000,0.00000,Filled,
6/13/2019 15:58:47.754,4,USDCHF,Buy,Market,100000,0.99461,0.00000,0.00000,Filled,
6/13/2019 15:57:19.028,4,GBPUSD,Sell,Market,78800,1.26794,0.00000,0.00000,Filled,
6/13/2019 15:57:15.496,4,EURGBP,Buy,Market,88700,0.88916,0.00000,0.00000,Filled,
6/13/2019 15:56:45.667,4,USDCHF,Sell,Market,100000,0.99467,0.00000,0.00000,Filled,
6/13/2019 15:56:44.569,4,USDCHF,Buy,Market,100000,0.99470,0.00000,0.00000,Filled,
6/13/2019 15:56:44.261,4,USDCHF,Buy,Market,100000,0.99470,0.00000,0.00000,Filled,
6/13/2019 15:56:27.689,4,GBPUSD,Sell,Market,78800,1.26793,0.00000,0.00000,Filled,
6/13/2019 15:49:53.468,4,USDCHF,Sell,Market,100000,0.99499,0.00000,0.00000,Filled,
6/13/2019 15:44:03.722,4,USDCHF,Sell,Market,100000,0.99471,0.00000,0.00000,Filled,
6/13/2019 15:31:54.733,4,USDCHF,Buy,Market,100000,0.99443,0.00000,0.00000,Filled,
6/13/2019 15:28:57.821,4,EURGBP,Sell,Market,88700,0.88879,0.00000,0.00000,Filled,
6/13/2019 15:28:33.541,4,GBPUSD,Buy,Market,78800,1.26856,0.00000,0.00000,Filled,
6/13/2019 15:28:31.031,4,USDCHF,Sell,Market,100000,0.99476,0.00000,0.00000,Filled,
6/13/2019 15:28:23.077,4,GBPUSD,Buy,Market,78800,1.26856,0.00000,0.00000,Filled,
6/13/2019 15:21:34.033,4,EURGBP,Sell,Market,88700,0.88864,0.00000,0.00000,Filled,
6/13/2019 15:20:57.557,4,EURUSD,Sell,Market,88700,1.12765,0.00000,0.00000,Filled,
6/13/2019 15:20:18.646,4,EURUSD,Sell,Market,88700,1.12754,0.00000,0.00000,Filled,
6/13/2019 15:16:07.198,4,GBPUSD,Sell,Market,78800,1.26894,0.00000,0.00000,Filled,
6/13/2019 15:14:52.520,4,EURGBP,Buy,Market,88700,0.88842,0.00000,0.00000,Filled,
6/13/2019 15:12:01.145,4,EURUSD,Buy,Market,88700,1.12718,0.00000,0.00000,Filled,
6/13/2019 15:06:54.819,4,GBPUSD,Sell,Market,78800,1.26860,0.00000,0.00000,Filled,
6/13/2019 15:06:41.158,4,EURGBP,Buy,Market,88700,0.88854,0.00000,0.00000,Filled,
6/13/2019 15:06:16.454,4,USDCHF,Buy,Market,100000,0.99460,0.00000,0.00000,Filled,
6/13/2019 15:05:26.382,4,USDCHF,Buy,Market,100000,0.99459,0.00000,0.00000,Filled,
6/13/2019 15:00:17.473,4,GBPUSD,Buy,Market,78800,1.26836,0.00000,0.00000,Filled,
6/13/2019 15:00:14.986,4,EURGBP,Sell,Market,88700,0.88878,0.00000,0.00000,Filled,
6/13/2019 15:00:14.670,4,EURGBP,Sell,Market,88700,0.88879,0.00000,0.00000,Filled,
6/13/2019 15:00:02.873,4,GBPUSD,Buy,Market,78800,1.26833,0.00000,0.00000,Filled,
6/13/2019 14:58:52.840,4,EURGBP,Buy,Market,88700,0.88843,0.00000,0.00000,Filled,
6/13/2019 14:58:32.754,4,EURGBP,Buy,Market,88700,0.88867,0.00000,0.00000,Filled,
6/13/2019 14:58:09.756,4,GBPUSD,Sell,Market,78800,1.26842,0.00000,0.00000,Filled,
6/13/2019 14:57:37.552,4,EURGBP,Sell,Market,88700,0.88898,0.00000,0.00000,Filled,
6/13/2019 14:56:33.770,4,EURGBP,Sell,Market,88700,0.88891,0.00000,0.00000,Filled,
6/13/2019 14:56:17.703,4,EURGBP,Buy,Market,88700,0.88871,0.00000,0.00000,Filled,
6/13/2019 14:55:57.706,4,GBPUSD,Sell,Market,78800,1.26852,0.00000,0.00000,Filled,
6/13/2019 14:54:08.805,4,EURGBP,Buy,Market,88700,0.88855,0.00000,0.00000,Filled,
6/13/2019 14:48:08.027,4,EURUSD,Buy,Market,177400,1.12725,0.00000,0.00000,Filled,
6/13/2019 14:44:47.565,4,USDCHF,Sell,Market,100000,0.99417,0.00000,0.00000,Filled,
6/13/2019 14:37:22.536,4,GBPUSD,Buy,Market,78800,1.26905,0.00000,0.00000,Filled,
6/13/2019 14:32:04.578,4,EURGBP,Sell,Market,88700,0.88826,0.00000,0.00000,Filled,
6/13/2019 14:32:03.198,4,GBPUSD,Buy,Market,157600,1.26920,0.00000,0.00000,Filled,
6/13/2019 14:31:26.021,4,EURUSD,Sell,Market,88700,1.12751,0.00000,0.00000,Filled,
6/13/2019 14:31:25.583,4,EURUSD,Sell,Market,88700,1.12751,0.00000,0.00000,Filled,
6/13/2019 14:21:36.113,4,GBPUSD,Sell,Market,78800,1.26949,0.00000,0.00000,Filled,
6/13/2019 14:21:35.682,4,GBPUSD,Sell,Market,78800,1.26949,0.00000,0.00000,Filled,

Tab[Working]
DateTime,Provider,Symbol,Side,Type,Qty,Avg. Price,Price,Stop Price,Status,Text

Tab[Filled]
DateTime,Provider,Symbol,Side,Type,Qty,Avg. Price,Price,Stop Price,Status,Text
6/13/2019 21:15:00.589,4,EURGBP,Buy,Market,88700,0.88973,0.00000,0.00000,Filled,
6/13/2019 21:15:00.102,4,USDCHF,Sell,Market,100000,0.99355,0.00000,0.00000,Filled,
6/13/2019 21:15:00.112,4,USDCHF,Buy,Market,100000,0.99355,0.00000,0.00000,Filled,
6/13/2019 20:57:35.600,4,USDCHF,Buy,Market,100000,0.99386,0.00000,0.00000,Filled,
6/13/2019 19:26:00.319,4,USDJPY,Sell,Market,100000,108.347,0.000,0.000,Filled,
6/13/2019 19:23:45.792,4,USDJPY,Sell,Market,100000,108.332,0.000,0.000,Filled,
6/13/2019 19:14:15.438,4,USDJPY,Buy,Market,100000,108.306,0.000,0.000,Filled,
6/13/2019 19:12:19.256,4,USDJPY,Buy,Market,100000,108.309,0.000,0.000,Filled,
6/13/2019 19:10:06.904,4,EURUSD,Buy,Market,88700,1.12779,0.00000,0.00000,Filled,
6/13/2019 19:01:37.895,4,EURGBP,Sell,Market,88700,0.88945,0.00000,0.00000,Filled,
6/13/2019 19:01:16.096,4,EURUSD,Sell,Market,88700,1.12812,0.00000,0.00000,Filled,
6/13/2019 18:49:41.618,4,EURGBP,Buy,Market,88700,0.88920,0.00000,0.00000,Filled,
6/13/2019 18:42:41.956,4,GBPUSD,Buy,Market,78800,1.26837,0.00000,0.00000,Filled,
6/13/2019 18:41:46.262,4,EURUSD,Buy,Market,88700,1.12788,0.00000,0.00000,Filled,
6/13/2019 18:41:04.326,4,EURUSD,Buy,Market,88700,1.12791,0.00000,0.00000,Filled,
6/13/2019 18:36:26.561,4,EURUSD,Sell,Market,88700,1.12827,0.00000,0.00000,Filled,
6/13/2019 18:33:42.795,4,GBPUSD,Buy,Market,78800,1.26839,0.00000,0.00000,Filled,
6/13/2019 18:28:21.825,4,GBPUSD,Sell,Market,78800,1.26877,0.00000,0.00000,Filled,
6/13/2019 18:25:15.081,4,USDCHF,Sell,Market,100000,0.99309,0.00000,0.00000,Filled,
6/13/2019 18:23:10.885,4,USDJPY,Sell,Market,100000,108.311,0.000,0.000,Filled,
6/13/2019 18:23:01.852,4,EURUSD,Buy,Market,88700,1.12806,0.00000,0.00000,Filled,
6/13/2019 18:22:42.878,4,USDCHF,Sell,Market,100000,0.99312,0.00000,0.00000,Filled,
6/13/2019 18:22:42.662,4,USDJPY,Sell,Market,100000,108.305,0.000,0.000,Filled,
6/13/2019 18:21:15.288,4,EURGBP,Sell,Market,88700,0.88932,0.00000,0.00000,Filled,
6/13/2019 18:18:46.018,4,EURUSD,Sell,Market,88700,1.12845,0.00000,0.00000,Filled,
6/13/2019 18:11:09.623,4,GBPUSD,Buy,Market,78800,1.26832,0.00000,0.00000,Filled,
6/13/2019 18:08:26.722,4,EURUSD,Buy,Market,88700,1.12783,0.00000,0.00000,Filled,
6/13/2019 18:02:56.621,4,EURGBP,Sell,Market,88700,0.88940,0.00000,0.00000,Filled,
6/13/2019 17:27:14.258,4,USDJPY,Buy,Market,100000,108.396,0.000,0.000,Filled,
6/13/2019 17:25:11.016,4,USDJPY,Buy,Market,100000,108.409,0.000,0.000,Filled,
6/13/2019 17:10:45.192,4,EURUSD,Sell,Market,88700,1.12787,0.00000,0.00000,Filled,
6/13/2019 17:04:50.962,4,USDCHF,Buy,Market,100000,0.99452,0.00000,0.00000,Filled,
6/13/2019 17:04:18.649,4,USDCHF,Buy,Market,100000,0.99462,0.00000,0.00000,Filled,
6/13/2019 16:58:27.415,4,EURUSD,Buy,Market,88700,1.12741,0.00000,0.00000,Filled,
6/13/2019 16:54:56.503,4,EURGBP,Buy,Market,88700,0.88937,0.00000,0.00000,Filled,
6/13/2019 16:52:07.244,4,EURGBP,Buy,Market,88700,0.88938,0.00000,0.00000,Filled,
6/13/2019 16:46:03.906,4,USDJPY,Sell,Market,100000,108.444,0.000,0.000,Filled,
6/13/2019 16:46:03.301,4,USDCHF,Sell,Market,100000,0.99472,0.00000,0.00000,Filled,
6/13/2019 16:45:47.329,4,USDCHF,Sell,Market,100000,0.99468,0.00000,0.00000,Filled,
6/13/2019 16:43:42.469,4,GBPUSD,Sell,Market,78800,1.26801,0.00000,0.00000,Filled,
6/13/2019 16:40:23.585,4,GBPUSD,Sell,Market,157600,1.26783,0.00000,0.00000,Filled,
6/13/2019 16:31:11.685,4,GBPUSD,Buy,Market,78800,1.26755,0.00000,0.00000,Filled,
6/13/2019 16:31:11.438,4,GBPUSD,Buy,Market,78800,1.26755,0.00000,0.00000,Filled,
6/13/2019 16:30:00.484,4,GBPUSD,Sell,Market,78800,1.26798,0.00000,0.00000,Filled,
6/13/2019 16:28:04.597,4,GBPUSD,Buy,Market,78800,1.26757,0.00000,0.00000,Filled,
6/13/2019 16:27:43.172,4,GBPUSD,Buy,Market,78800,1.26763,0.00000,0.00000,Filled,
6/13/2019 16:24:48.436,4,EURGBP,Sell,Market,88700,0.88958,0.00000,0.00000,Filled,
6/13/2019 16:19:02.472,4,GBPUSD,Sell,Market,78800,1.26810,0.00000,0.00000,Filled,
6/13/2019 16:11:47.359,4,GBPUSD,Buy,Market,78800,1.26751,0.00000,0.00000,Filled,
6/13/2019 15:58:47.754,4,USDCHF,Buy,Market,100000,0.99461,0.00000,0.00000,Filled,
6/13/2019 15:57:19.028,4,GBPUSD,Sell,Market,78800,1.26794,0.00000,0.00000,Filled,
6/13/2019 15:57:15.496,4,EURGBP,Buy,Market,88700,0.88916,0.00000,0.00000,Filled,
6/13/2019 15:56:45.667,4,USDCHF,Sell,Market,100000,0.99467,0.00000,0.00000,Filled,
6/13/2019 15:56:44.569,4,USDCHF,Buy,Market,100000,0.99470,0.00000,0.00000,Filled,
6/13/2019 15:56:44.261,4,USDCHF,Buy,Market,100000,0.99470,0.00000,0.00000,Filled,
6/13/2019 15:56:27.689,4,GBPUSD,Sell,Market,78800,1.26793,0.00000,0.00000,Filled,
6/13/2019 15:49:53.468,4,USDCHF,Sell,Market,100000,0.99499,0.00000,0.00000,Filled,
6/13/2019 15:44:03.722,4,USDCHF,Sell,Market,100000,0.99471,0.00000,0.00000,Filled,
6/13/2019 15:31:54.733,4,USDCHF,Buy,Market,100000,0.99443,0.00000,0.00000,Filled,
6/13/2019 15:28:57.821,4,EURGBP,Sell,Market,88700,0.88879,0.00000,0.00000,Filled,
6/13/2019 15:28:33.541,4,GBPUSD,Buy,Market,78800,1.26856,0.00000,0.00000,Filled,
6/13/2019 15:28:31.031,4,USDCHF,Sell,Market,100000,0.99476,0.00000,0.00000,Filled,
6/13/2019 15:28:23.077,4,GBPUSD,Buy,Market,78800,1.26856,0.00000,0.00000,Filled,
6/13/2019 15:21:34.033,4,EURGBP,Sell,Market,88700,0.88864,0.00000,0.00000,Filled,
6/13/2019 15:20:57.557,4,EURUSD,Sell,Market,88700,1.12765,0.00000,0.00000,Filled,
6/13/2019 15:20:18.646,4,EURUSD,Sell,Market,88700,1.12754,0.00000,0.00000,Filled,
6/13/2019 15:16:07.198,4,GBPUSD,Sell,Market,78800,1.26894,0.00000,0.00000,Filled,
6/13/2019 15:14:52.520,4,EURGBP,Buy,Market,88700,0.88842,0.00000,0.00000,Filled,
6/13/2019 15:12:01.145,4,EURUSD,Buy,Market,88700,1.12718,0.00000,0.00000,Filled,
6/13/2019 15:06:54.819,4,GBPUSD,Sell,Market,78800,1.26860,0.00000,0.00000,Filled,
6/13/2019 15:06:41.158,4,EURGBP,Buy,Market,88700,0.88854,0.00000,0.00000,Filled,
6/13/2019 15:06:16.454,4,USDCHF,Buy,Market,100000,0.99460,0.00000,0.00000,Filled,
6/13/2019 15:05:26.382,4,USDCHF,Buy,Market,100000,0.99459,0.00000,0.00000,Filled,
6/13/2019 15:00:17.473,4,GBPUSD,Buy,Market,78800,1.26836,0.00000,0.00000,Filled,
6/13/2019 15:00:14.986,4,EURGBP,Sell,Market,88700,0.88878,0.00000,0.00000,Filled,
6/13/2019 15:00:14.670,4,EURGBP,Sell,Market,88700,0.88879,0.00000,0.00000,Filled,
6/13/2019 15:00:02.873,4,GBPUSD,Buy,Market,78800,1.26833,0.00000,0.00000,Filled,
6/13/2019 14:58:52.840,4,EURGBP,Buy,Market,88700,0.88843,0.00000,0.00000,Filled,
6/13/2019 14:58:32.754,4,EURGBP,Buy,Market,88700,0.88867,0.00000,0.00000,Filled,
6/13/2019 14:58:09.756,4,GBPUSD,Sell,Market,78800,1.26842,0.00000,0.00000,Filled,
6/13/2019 14:57:37.552,4,EURGBP,Sell,Market,88700,0.88898,0.00000,0.00000,Filled,
6/13/2019 14:56:33.770,4,EURGBP,Sell,Market,88700,0.88891,0.00000,0.00000,Filled,
6/13/2019 14:56:17.703,4,EURGBP,Buy,Market,88700,0.88871,0.00000,0.00000,Filled,
6/13/2019 14:55:57.706,4,GBPUSD,Sell,Market,78800,1.26852,0.00000,0.00000,Filled,
6/13/2019 14:54:08.805,4,EURGBP,Buy,Market,88700,0.88855,0.00000,0.00000,Filled,
6/13/2019 14:48:08.027,4,EURUSD,Buy,Market,177400,1.12725,0.00000,0.00000,Filled,
6/13/2019 14:44:47.565,4,USDCHF,Sell,Market,100000,0.99417,0.00000,0.00000,Filled,
6/13/2019 14:37:22.536,4,GBPUSD,Buy,Market,78800,1.26905,0.00000,0.00000,Filled,
6/13/2019 14:32:04.578,4,EURGBP,Sell,Market,88700,0.88826,0.00000,0.00000,Filled,
6/13/2019 14:32:03.198,4,GBPUSD,Buy,Market,157600,1.26920,0.00000,0.00000,Filled,
6/13/2019 14:31:26.021,4,EURUSD,Sell,Market,88700,1.12751,0.00000,0.00000,Filled,
6/13/2019 14:31:25.583,4,EURUSD,Sell,Market,88700,1.12751,0.00000,0.00000,Filled,
6/13/2019 14:21:36.113,4,GBPUSD,Sell,Market,78800,1.26949,0.00000,0.00000,Filled,
6/13/2019 14:21:35.682,4,GBPUSD,Sell,Market,78800,1.26949,0.00000,0.00000,Filled,

Tab[Cancelled]
DateTime,Provider,Symbol,Side,Type,Qty,Avg. Price,Price,Stop Price,Status,Text

Tab[Rejected]
DateTime,Provider,Symbol,Side,Type,Qty,Avg. Price,Price,Stop Price,Status,Text
6/13/2019 21:00:00.392,4,USDJPY,Buy,Market,100000,0.000,0.000,0.000,Rejected,
6/13/2019 21:00:00.391,4,EURUSD,Sell,Market,88700,0.00000,0.00000,0.00000,Rejected,
6/13/2019 21:00:00.391,4,GBPUSD,Sell,Market,78800,0.00000,0.00000,0.00000,Rejected,

